"","sample","SAMPLE","SEX","MALE.STAGE","FEMALE.STAGE","CONFIRM.","POPULATION","TREATMENT","TANK","WEEK","filename","scalebar","imagesize","image_size","bgr_pixel_m","bgr_pixel_f","hsv_pixel_m","hsv_pixel_f","lab_pixel_m","lab_pixel_f","ycrcb_pixel_m","ycrcb_pixel_f","bgr_perc_f_total","bgr_perc_m_total","bgr_perc_f_gonad","bgr_perc_m_gonad","bgr_perc_gonad_total","hsv_perc_f_total","hsv_perc_m_total","hsv_perc_f_gonad","hsv_perc_m_gonad","hsv_perc_gonad_total","lab_perc_f_total","lab_perc_m_total","lab_perc_f_gonad","lab_perc_m_gonad","lab_perc_gonad_total","ycrcb_perc_f_total","ycrcb_perc_m_total","ycrcb_perc_f_gonad","ycrcb_perc_m_gonad","ycrcb_perc_gonad_total","magnification"
"11","002",2,"I","0",0,"","MERIM","PRE",NA,0,"20180924-angasi002-10x-tiled3.tif","yes","3647 x 4865",17742655,366593.5,476767,102409,76800,739779.5,531.5,257447.5,0,2.68712320675795,2.06617048012262,56.5318152794683,43.4681847205317,4.75329368688057,0.432855173027938,0.577190955919506,42.8549905417697,57.1450094582303,1.01004612894744,0.00299560578729621,4.16949718066434,0.0717941513769213,99.9282058486231,4.17249278645163,0,1.45100888226706,0,100,1.45100888226706,"10x"
"12","003",3,"F","5",2,"X","MERIM","PRE",NA,0,"20180924-angasi003-10x-tiled-scale.tif","yes","3647 x 4867",17749949,120251,7771542.5,197228,7793028,240382.5,9016165,119900.5,8415101,43.783463828544,0.677472369075539,98.4762525780737,1.52374742192633,44.4609361976195,43.904509246759,1.11114685456279,97.531643541834,2.46835645816605,45.0156561013218,50.7954417221142,1.35427149678008,97.4031084483713,2.59689155162873,52.1497132188943,47.4091559361663,0.675497715514563,98.5951906393924,1.40480936060761,48.0846536516809,"10x"
"13","003",3,"F","5",2,"X","MERIM","PRE",NA,0,"20180924-angasi003-10x-tiled.tif","yes","3647 x 4867",17749949,752367,4767052.5,312013.5,7153497.5,964779,7224846.5,732067,6762721,26.856710968578,4.23869950274223,86.36872953759,13.63127046241,31.0954104713202,40.3015101620855,1.75782758587081,95.8206008938973,4.17939910610272,42.0593377479563,40.7034775142171,5.43539026506499,88.2194979489599,11.7805020510401,46.1388677792821,38.0999460899859,4.12433297695672,90.2323187793971,9.7676812206029,42.2242790669427,"10x"
"14","004",4,"H","1",1,"X","PS","PRE",NA,0,"20180924-angasi004-10x-tiled-scale.tif","yes","3657 x 4882",17853474,609284,1200756.5,1053851.5,862517,889497,1934874.5,633914,942190.5,6.72561821861672,3.41269155795673,66.3386537483554,33.6613462516446,10.1383097765735,4.8310877759701,5.90278116180638,45.007888618499,54.992111381501,10.7338689377765,10.8375238342969,4.98220682428529,68.5063738959269,31.4936261040731,15.8197306585822,5.27735106344009,3.55064790191534,59.7796973487481,40.2203026512519,8.82799896535543,"10x"
"15","004",4,"H","1",1,"X","PS","PRE",NA,0,"20180924-angasi004-10x-tiled.tif","yes","3657 x 4882",17853474,1701001,178472.5,2079654.5,73765.5,2930760,68784.5,1728711,86955,0.999651384374828,9.52756309500325,9.49587743588829,90.5041225641117,10.5272144793781,0.413171688602453,11.6484584456784,3.42550454625665,96.5744954537434,12.0616301342809,0.385272356517281,16.415628689408,2.29316484552905,97.706835154471,16.8009010459253,0.487048066947643,9.68277098339516,4.78915174927547,95.2108482507245,10.1698190503428,"10x"
"16","005",5,"H","1",1,"","MERIM","PRE",NA,0,"20180924-angasi005-10x-tiled-scale.tif","yes","3662 x 4867",17822954,802938.5,132970,1135512,41972,1085551.5,107401.5,671610,38793,0.746060389315935,4.50508091980712,14.2075854637499,85.7924145362501,5.25114130912306,0.235494071297048,6.37106508831252,3.56454949706323,96.4354505029368,6.60655915960957,0.602602127570996,6.09074960301194,9.00299508865814,90.9970049113418,6.69335173058293,0.217657521867587,3.76823056379992,5.46070329094894,94.5392967090511,3.9858880856675,"10x"
"17","005",5,"H","1",1,"","MERIM","PRE",NA,0,"20180924-angasi005-10x-tiled.tif","yes","3662 x 4867",17822954,905103.5,0,1178047,0,1561881.5,0,1112398,0,0,5.07830239588791,0,100,5.07830239588791,0,6.60971800746386,0,100,6.60971800746386,0,8.76331443149099,0,100,8.76331443149099,0,6.24137839327869,0,100,6.24137839327869,"10x"
"18","006",6,"H","2",1,"","PS","PRE",NA,0,"20180924-angasi006-10x-tiled.tif","yes","3661 x 4875",17847375,1665121.5,3294271,2291754.5,2632250.5,1912793.5,4294960,1594401,2867039.5,18.4580141337312,9.32978379173408,66.42488974204,33.57511025796,27.7877979254652,14.7486703226665,12.840849144482,53.4575107052085,46.5424892947915,27.5895194671485,24.0649395219185,10.7175060758235,69.18702554797,30.81297445203,34.782445597742,16.0642083219521,8.93353224213645,64.2626411805783,35.7373588194217,24.9977405640886,"10x"
"19","007",7,"M","2",NA,"X","PS","PRE",NA,0,"20180924-angasi007-10x-tiled.tif","yes","3658 x 4881",17854698,1889914,1204921.5,2909162.5,497629,2523600.5,817073.5,1839248.5,570633.5,6.74848434848912,10.5849676090853,38.9332971009283,61.0667028990717,17.3334519575744,2.7871039879812,16.2935407812554,14.6069696369737,85.3930303630263,19.0806447692366,4.57623814191649,14.1340979276155,24.4583428374035,75.5416571625965,18.710336069532,3.19598516872142,10.3012019581625,23.678897970938,76.321102029062,13.4971871268839,"10x"
"20","008",8,"F",NA,0,"X","MERIM","PRE",NA,0,"20180924-angasi008-10x-tiled.tif","yes","3665 x 7176",26300040,229986.5,637382,573169.5,213011,308939.5,1472521,137559.5,179680,2.42350201748743,0.874472054034899,73.4845685541958,26.5154314458042,3.29797407152232,0.809926524826578,2.17934839642829,27.0944140690338,72.9055859309662,2.98927492125487,5.59893064801422,1.17467311836788,82.6580774594778,17.3419225405222,6.7736037663821,0.68319287727319,0.523039128457599,56.6385963916851,43.3614036083149,1.20623200573079,"10x"
"21","011",11,"H","0",0,"X","MERIM","PRE",NA,0,"20180924-angasi011-10x-tiled.tif","yes","3657 x 4869",17805933,142095,45098,415021.5,1590.5,200294.5,2920.5,73705,5532,0.253275130261357,0.798020524956485,24.0917128311422,75.9082871688578,1.05129565521784,0.0089324159537161,2.33080456946569,0.381770088235577,99.6182299117644,2.33973698541941,0.0164018363991373,1.12487506271084,1.43714784833797,98.562852151662,1.14127689910998,0.0310682961684737,0.41393506310509,6.98158688491488,93.0184131150851,0.445003359273563,"10x"
"22","012",12,"H","2",1,"X","PS","PRE",NA,0,"20180924-angasi012-10x-tiled.tif","yes","3656 x 4878",17833968,983891,1779825.5,1509080,1979718,1299437,2316320,754865,2250378,9.97997473136657,5.51694945286433,64.3997132122633,35.6002867877367,15.4969241842309,11.1008273649476,8.46182969488338,56.7449878152877,43.2550121847123,19.562657059831,12.988248044406,7.28630330614028,64.061827163717,35.938172836283,20.2745513505463,12.6184929792405,4.23273721249248,74.8817316935769,25.1182683064231,16.851230191733,"10x"
"23","013",13,"M","0",NA,"X","MERIM","PRE",NA,0,"20180924-angasi013-10x.tif","yes","480 x 640",307200,4111.5,0,3131.5,0,3509,0,2229.5,0,0,1.33837890625,0,100,1.33837890625,0,1.01936848958333,0,100,1.01936848958333,0,1.14225260416667,0,100,1.14225260416667,0,0.725748697916667,0,100,0.725748697916667,"10x"
"24","014",14,"HPF","5",1,"","PS","PRE",NA,0,"20180924-angasi014-10x-tiled.tif","yes","3662 x 4884",17885208,1915999,66832.5,2354863,21355.5,2497569.5,87029.5,1749745,2944,0.373674714881706,10.7127577157615,3.37055871868084,96.6294412813192,11.0864324306432,0.119403140293364,13.1665396343168,0.898717857806427,99.1012821421936,13.2859427746102,0.486600435398906,13.9644420126397,3.36723414347835,96.6327658565217,14.4510424480386,0.0164605298411961,9.78319625916567,0.167970472799225,99.8320295272008,9.79965678900687,"10x"
"25","015",15,"HPF","5",1,"X","PS","PRE",NA,0,"20180924-angasi015-10x-tiled.tif","yes","3660 x 4883",17871780,202090.5,3965031,435258,3866958,338182,4477243,155735,4081777.5,22.1859881892011,1.13077992231328,95.1503573869876,4.84964261301236,23.3167681115144,21.6372291959726,2.43544851156404,89.8829347480461,10.1170652519539,24.0726777075367,25.0520261552011,1.89226814564638,92.9771100162499,7.02288998375014,26.9442943008475,22.8392331373819,0.87140172943042,96.3248485992667,3.67515140073333,23.7106348668124,"10x"
"26","016",16,"HPF","5",1,"X","MERIM","PRE",NA,0,"20180924-angasi016-10x-tiled.tif","yes","3658 x 4878",17843724,140772.5,4424430,344784,4588946.5,211925,4931417.5,76682,4921250,24.7954406826736,0.788918837794173,96.9164018463584,3.0835981536416,25.5843595204678,25.7174259140076,1.93224239514128,93.0116977406853,6.98830225931473,27.6496683091489,27.6367057683699,1.18767248361385,95.8796249715044,4.12037502849557,28.8243782519837,27.5797249497919,0.429742132303772,98.4657254240354,1.53427457596462,28.0094670820956,"10x"
"27","017",17,"I","0",0,"","PS","PRE",NA,0,"20180924-angasi017-10x-tiled.tif","yes","5389 x 4888",26341432,57463,8528.5,177738,2692,126033.5,69662,30025,10305,0.0323767515752371,0.218146834234373,12.9236341043922,87.0763658956078,0.25052358580961,0.0102196418174988,0.674746915809285,1.4919913539877,98.5080086460123,0.684966557626783,0.264457907983135,0.478461079868399,35.5971394334566,64.4028605665434,0.742918987851534,0.039120879988605,0.11398393223269,25.5516984874783,74.4483015125217,0.153104812221295,"10x"
"28","018",18,"HPF","5",2,"","MERIM","PRE",NA,0,"20180924-angasi018-10x-tiled.tif","yes","3659 x 4884",17870556,227792.5,3711849,524449,3647783,317647.5,5008325,136101.5,4030065.5,20.77075273987,1.27468054155674,94.2179383580968,5.7820616419032,22.0454332814267,20.4122524223645,2.93471003364417,87.4300134795956,12.5699865204044,23.3469624560086,28.025568986214,1.77749086262341,94.0358779546834,5.96412204531661,29.8030598488374,22.5514276108701,0.761596337573381,96.7331722420153,3.26682775798474,23.3130239484435,"10x"
"29","019",19,"F",NA,1,"X","MERIM","PRE",NA,0,"20180924-angasi019-10x-tiled.tif","yes","3658 x 4873",17825434,108554,3841417,266849.5,5173411,183452.5,4570511,70190,6210881.5,21.5502018071481,0.608983770044533,97.2517772915295,2.74822270847052,22.1591855771927,29.0226369803955,1.49701544433645,95.0949131939546,4.90508680604541,30.519652424732,25.6403911399857,1.0291614779197,96.1410620843008,3.85893791569918,26.6695526179054,34.8428066323659,0.393763203745839,98.8825155071073,1.11748449289265,35.2365698361117,"10x"
"30","020",20,"H","2",1,"","PS","PRE",NA,0,"20180924-angasi020-10x-tiled.tif","yes","3664 x 4879",17876656,1082424.5,2147869.5,1838340.5,1786819.5,1391066,2508208.5,755840,1965492,12.0149400424777,6.05496072643564,66.4914555764893,33.5085444235107,18.0699007689134,9.99526701190648,10.2834696824731,49.2893968817928,50.7106031182072,20.2787366943795,14.0306358191375,7.78146651141019,64.325004561746,35.674995438254,21.8121023305477,10.9947408508616,4.22808382059821,72.2253661074797,27.7746338925203,15.2228246714598,"10x"
"31","020",20,"H","2",1,"","PS","PRE",NA,0,"20180924-angasi020-10x-tiled2-scale.tif","yes","1935 x 7185",13902975,1068819,1465816,1734123,1192591,1360168.5,1572030.5,762637,1317267.5,10.5431823045068,7.6876999347262,57.8314431860998,42.1685568139002,18.230882239233,8.57795543759519,12.4730354474492,40.7484639770063,59.2515360229937,21.0509908850444,11.3071518865567,9.78329098628171,53.6126811311238,46.3873188688762,21.0904428728384,9.47471674227998,5.4854230839083,63.3330761099849,36.6669238900151,14.9601398261883,"10x"
"32","020",20,"H","2",1,"","PS","PRE",NA,0,"20180924-angasi020-10x-tiled2.tif","yes","1935 x 7185",13902975,2034510,1101438,1952322,1029321,3223464.5,938050,2343931,731222.5,7.92231878428897,14.633630571874,35.1229676002281,64.8770323997719,22.555949356163,7.4036024663786,14.0424765203131,34.5219397493261,65.4780602506739,21.4460789866917,6.74711707386369,23.1854297371606,22.5410724869516,77.4589275130484,29.9325468110243,5.25946784770885,16.8592045947001,23.7784065088133,76.2215934911867,22.1186724424089,"10x"
"33","021",21,"H","1",1,"X","MERIM","PRE",NA,0,"20180924-angasi021-10x-tiled.tif","yes","3660 x 4881",17864460,467785.5,1164076.5,961008,1199051.5,733388.5,1107315,299859,1374618.5,6.51615833895903,2.61852583285473,71.334248851925,28.665751148075,9.13468417181376,6.71193811623749,5.37944052045234,55.5101144204593,44.4898855795407,12.0913786366898,6.19842413372696,4.10529341497028,60.1571627369644,39.8428372630356,10.3037175486972,7.69471061537824,1.67852260857591,82.0923840421863,17.9076159578137,9.37323322395415,"10x"
"34","022",22,"HPF","2",2,"X","PS","PRE",NA,0,"20180924-angasi022-10x-tiled.tif","yes","3658 x 4876",17836408,631754,8325333.5,1059491.5,9082746,922951.5,10963214,629321.5,10462597.5,46.6760656069316,3.54193512505433,92.9468814500249,7.05311854997509,50.2180007319859,50.9225063701167,5.94004970058994,89.5536709725048,10.4463290274952,56.8625560707066,61.4653690361871,5.17453682378201,92.235077830609,7.76492216939096,66.6399058599691,58.65865761761,3.52829728945424,94.3263063857571,5.67369361424295,62.1869549070642,"10x"
"35","022",22,"HPF","2",2,"X","PS","PRE",NA,0,"20180924-angasi022-10x-tiled2.tif","yes","3676 x 9495",34903620,1093921.5,16322500.5,1953273.5,18436422,1668290,25278348,927623.5,22248842.5,46.7644917633185,3.13412047231777,93.7190227705782,6.28097722942175,49.8986122356363,52.8209452200087,5.59619174171619,90.4202909749192,9.57970902508083,58.4171369617249,72.4232844616117,4.77970479852806,93.8089122657899,6.19108773421011,77.2029892601398,63.7436532371141,2.65767132463624,95.9975627863195,4.00243721368046,66.4013245617503,"10x"
"36","023",23,"I","0",0,"","PS","PRE",NA,0,"20180924-angasi023-10x-2.tif","yes","480 x 640",307200,143,0,152.5,0,833.5,0,199,0,0,0.0465494791666667,0,100,0.0465494791666667,0,0.0496419270833333,0,100,0.0496419270833333,0,0.271321614583333,0,100,0.271321614583333,0,0.0647786458333333,0,100,0.0647786458333333,"10x"
"37","023",23,"I","0",0,"","PS","PRE",NA,0,"20180924-angasi023-10x.tif","yes","480 x 640",307200,65.5,0,41,0,696,0,165.5,0,0,0.0213216145833333,0,100,0.0213216145833333,0,0.0133463541666667,0,100,0.0133463541666667,0,0.2265625,0,100,0.2265625,0,0.0538736979166667,0,100,0.0538736979166667,"10x"
"38","024",24,"F",NA,0,"X","MERIM","PRE",NA,0,"20180924-angasi024-10x-tiled.tif","yes","3659 x 4888",17885192,88878.5,677150,307788.5,631177.5,144923,718770,38370.5,824902,3.78609298686869,0.496939032021574,88.3974943491006,11.6025056508994,4.28303201889026,3.52905073649754,1.72091247329075,67.220485086787,32.779514913213,5.2499632097883,4.01879946270636,0.810296025896731,83.2205424844244,16.7794575155756,4.82909548860309,4.61220656730999,0.214537814299114,95.5552273471007,4.44477265289929,4.8267443816091,"10x"
"39","025",25,"M","1",NA,"","MERIM","PRE",NA,0,"20180924-angasi025-10x-tiled.tif","yes","3661 x 4880",17865680,1096205,807060,1537618.5,517947.5,1347634.5,563561,1013985.5,557126,4.51737633272285,6.13581458976093,42.4039742232427,57.5960257767573,10.6531909224838,2.89911998871579,8.60654898106313,25.1973179163306,74.8026820836694,11.5056689697789,3.15443352841873,7.54314697229549,29.4873549042994,70.5126450957006,10.6975805007142,3.11841474827714,5.67560540656723,35.4606277148375,64.5393722851624,8.79402015484437,"10x"
"40","025",25,"M","1",NA,"","MERIM","PRE",NA,0,"20180924-angasi025-10x.tif","yes","480 x 640",307200,21850.5,0,25990.5,0,33259,0,24912.5,0,0,7.11279296875,0,100,7.11279296875,0,8.46044921875,0,100,8.46044921875,0,10.8264973958333,0,100,10.8264973958333,0,8.10953776041667,0,100,8.10953776041667,"10x"
"41","026",26,"HPF","5",1,"X","PS","PRE",NA,0,"20180924-angasi026-10x-tiled.tif","yes","3662 x 4882",17877884,92216,3650607.5,267641.5,3891850.5,170173.5,5026889.5,44559.5,4454784.5,20.419684454827,0.515810484059523,97.5361915943939,2.46380840560609,20.9354949388865,21.7690779289093,1.49705356629453,93.5655243476848,6.43447565231523,23.2661314952038,28.1179221209848,0.951866003829088,96.7255832765545,3.27441672344553,29.0697881248139,24.9178510163731,0.249243702442638,99.0096445170674,0.990355482932623,25.1670947188157,"10x"
"42","026",26,"HPF","5",1,"X","PS","PRE",NA,0,"20180924-angasi026-10x.tif","yes","480 x 640",307200,2185,20152.5,11618.5,0,21702,0,1488,0,6.56005859375,0.711263020833333,90.2182428651371,9.7817571348629,7.27132161458333,0,3.78206380208333,0,100,3.78206380208333,0,7.064453125,0,100,7.064453125,0,0.484375,0,100,0.484375,"10x"
"43","027",27,"M","5",NA,"","MERIM","PRE",NA,0,"20180924-angasi027-10x-tiled.tif","yes","3657 x 4875",17827875,352912,320414,895893.5,139158.5,510984.5,173094,211281.5,291085.5,1.79726411588594,1.97955168521206,47.5867558953612,52.4132441046388,3.776815801098,0.780566949229788,5.02523996830806,13.4445902234864,86.5554097765136,5.80580691753784,0.970917734166299,2.86621091969738,25.3032363975772,74.6967636024228,3.83712865386368,1.63275488525694,1.18511880972915,57.9427987905257,42.0572012094743,2.81787369498608,"10x"
"44","027",27,"M","5",NA,"","MERIM","PRE",NA,0,"20180924-angasi027-10x.tif","yes","480 x 640",307200,1708,0,956,0,4141,0,1057,0,0,0.555989583333333,0,100,0.555989583333333,0,0.311197916666667,0,100,0.311197916666667,0,1.34798177083333,0,100,1.34798177083333,0,0.344075520833333,0,100,0.344075520833333,"10x"
"45","028",28,"HPM","1",1,"","PS","PRE",NA,0,"20180924-angasi028-10x-tiled.tif","yes","3657 x 4870",17809590,607319,1112694,1057406,835356,760477,1280579,516655,957301.5,6.24772383867343,3.41006727274463,64.6910226841309,35.3089773158691,9.65779111141806,4.69048417172995,5.93728435073463,44.1342334641122,55.8657665358878,10.6277685224646,7.19039012127736,4.27004215144762,62.7410026966433,37.2589973033567,11.460432272725,5.37520234884689,2.90099322892891,64.9477443873004,35.0522556126996,8.27619557777579,"10x"
"46","028",28,"HPM","1",1,"","PS","PRE",NA,0,"20180924-angasi028-10x.tif","yes","480 x 640",307200,17697,620,17876,0,23571.5,0,12097.5,0,0.201822916666667,5.7607421875,3.38483376098706,96.6151662390129,5.96256510416667,0,5.81901041666667,0,100,5.81901041666667,0,7.67301432291667,0,100,7.67301432291667,0,3.93798828125,0,100,3.93798828125,"10x"
"47","029",29,"HPM","2",0,"X","PS","PRE",NA,0,"20180924-angasi029-10x-tiled.tif","yes","3663 x 4875",17857125,2138232,1082346,3576631.5,307707,2929712.5,308456.5,1840491,316611,6.06114366114366,11.9741111741112,33.6071972173939,66.3928027826061,18.0352548352548,1.72316092316092,20.0291564291564,7.92173493633472,92.0782650636653,21.7523173523174,1.72735812735813,16.4064064064064,9.52564551139857,90.4743544886014,18.1337645337645,1.77302337302337,10.3067599067599,14.6776091255768,85.3223908744232,12.0797832797833,"10x"
"48","030",30,"F",NA,1,"","MERIM","PRE",NA,0,"20180924-angasi030-10x-tiled.tif","yes","3662 x 4876",17855912,193352,2844455,344208,2732846,323817,3543972,207602,2998319,15.9300460262125,1.08284583839795,93.6351453532104,6.36485464678961,17.0128918646104,15.304992542526,1.92769767234516,88.8137159763852,11.1862840236148,17.2326902148711,19.8476112561487,1.81350020094185,91.6278525017782,8.37214749822185,21.6611114570905,16.7917438213181,1.16265133923151,93.5244193478255,6.47558065217452,17.9543951605496,"10x"
"49","030",30,"F",NA,1,"","MERIM","PRE",NA,0,"20180924-angasi030-10x.tif","yes","480 x 640",307200,32629,5128,11123,16013,32676,9661.5,17436,5277,1.66927083333333,10.6214192708333,13.5815875201949,86.4184124798051,12.2906901041667,5.21256510416667,3.62076822916667,59.010170990566,40.989829009434,8.83333333333333,3.14501953125,10.63671875,22.8201948627104,77.1798051372896,13.78173828125,1.7177734375,5.67578125,23.2333905692775,76.7666094307225,7.3935546875,"10x"
"50","031",31,"HPF","5",1,"X","MERIM","PRE",NA,0,"20180924-angasi031-10x-tiled.tif","yes","3665 x 4881",17888865,76076,5600463.5,203791.5,6292064.5,117832.5,8505359,34449.5,7565894,31.3069806273344,0.425270133124712,98.6598173059485,1.34018269405154,31.7322507604591,35.1730783367195,1.13920866416064,96.8627460337791,3.13725396622093,36.3122870008802,47.5455485856705,0.658691873408402,98.6335395659484,1.36646043405159,48.2042404590789,42.2938738707011,0.192575101886006,99.5467375915312,0.453262408468775,42.4864489725871,"10x"
"51","032",32,"M","2",NA,"X","PS","PRE",NA,0,"20180924-angasi032-10x-tiled.tif","yes","5398 x 7195",38838610,4030089.5,12338323,7269129,6924363,4442917,9036297.5,2158048,2109130.5,31.768188923342,10.3765029181013,75.3788615725563,24.6211384274437,42.1446918414433,17.8285551413915,18.7162439644467,48.7854785841286,51.2145214158714,36.5447991058382,23.2662742049728,11.4394335945596,67.0387543725193,32.9612456274807,34.7057077995325,5.43049944372366,5.55645014072337,49.4268168064683,50.5731831935317,10.986949584447,"10x"
"52","032",32,"M","2",NA,"X","PS","PRE",NA,0,"20180924-angasi032-10x.tif","yes","480 x 640",307200,3168.5,0,4415.5,0,31936.5,0,5450.5,0,0,1.03141276041667,0,100,1.03141276041667,0,1.43733723958333,0,100,1.43733723958333,0,10.39599609375,0,100,10.39599609375,0,1.77425130208333,0,100,1.77425130208333,"10x"
"53","033",33,"F",NA,0,"X","MERIM","PRE",NA,0,"20180924-angasi033-10x-tiled.tif","yes","5402 x 7193",38856586,666291,1714859.5,1086163,1226201.5,775460.5,2882160,500742.5,1600016.5,4.41330460684323,1.71474405908949,72.0181063733687,27.9818936266313,6.12804866593272,3.15571084912092,2.79531248576496,53.0280368860532,46.9719631139468,5.95102333488588,7.41742982772599,1.99569900453941,78.7987709495832,21.2012290504168,9.4131288322654,4.11774853302861,1.28869401959297,76.1637341551316,23.8362658448684,5.40644255262158,"10x"
