1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: BC0000002234B721
Is Mission Active?  true
Mission Start:  Thu Jun 28 11:41:00 AEST 2018
Sample Rate:  Every 10 minute(s)
Number of Mission Samples:  4750
Total Samples:  4750
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
6/28/18, 11:41:00 AM,C,24
6/28/18, 11:51:00 AM,C,23
6/28/18, 12:01:00 PM,C,23
6/28/18, 12:11:00 PM,C,23.5
6/28/18, 12:21:00 PM,C,23.5
6/28/18, 12:31:00 PM,C,23.5
6/28/18, 12:41:00 PM,C,23.5
6/28/18, 12:51:00 PM,C,23
6/28/18, 1:01:00 PM,C,23
6/28/18, 1:11:00 PM,C,24
6/28/18, 1:21:00 PM,C,24
6/28/18, 1:31:00 PM,C,24
6/28/18, 1:41:00 PM,C,23.5
6/28/18, 1:51:00 PM,C,23
6/28/18, 2:01:00 PM,C,23
6/28/18, 2:11:00 PM,C,23
6/28/18, 2:21:00 PM,C,23.5
6/28/18, 2:31:00 PM,C,21.5
6/28/18, 2:41:00 PM,C,17.5
6/28/18, 2:51:00 PM,C,17
6/28/18, 3:01:00 PM,C,17
6/28/18, 3:11:00 PM,C,17
6/28/18, 3:21:00 PM,C,17
6/28/18, 3:31:00 PM,C,17
6/28/18, 3:41:00 PM,C,17
6/28/18, 3:51:00 PM,C,17
6/28/18, 4:01:00 PM,C,17
6/28/18, 4:11:00 PM,C,17
6/28/18, 4:21:00 PM,C,17
6/28/18, 4:31:00 PM,C,17
6/28/18, 4:41:00 PM,C,17
6/28/18, 4:51:00 PM,C,17
6/28/18, 5:01:00 PM,C,17
6/28/18, 5:11:00 PM,C,17
6/28/18, 5:21:00 PM,C,17
6/28/18, 5:31:00 PM,C,17
6/28/18, 5:41:00 PM,C,17.5
6/28/18, 5:51:00 PM,C,17.5
6/28/18, 6:01:00 PM,C,18
6/28/18, 6:11:00 PM,C,18
6/28/18, 6:21:00 PM,C,18
6/28/18, 6:31:00 PM,C,18
6/28/18, 6:41:00 PM,C,18
6/28/18, 6:51:00 PM,C,18
6/28/18, 7:01:00 PM,C,18
6/28/18, 7:11:00 PM,C,18
6/28/18, 7:21:00 PM,C,18
6/28/18, 7:31:00 PM,C,18
6/28/18, 7:41:00 PM,C,18
6/28/18, 7:51:00 PM,C,18
6/28/18, 8:01:00 PM,C,18
6/28/18, 8:11:00 PM,C,18
6/28/18, 8:21:00 PM,C,18
6/28/18, 8:31:00 PM,C,18
6/28/18, 8:41:00 PM,C,18
6/28/18, 8:51:00 PM,C,18
6/28/18, 9:01:00 PM,C,18
6/28/18, 9:11:00 PM,C,18
6/28/18, 9:21:00 PM,C,18
6/28/18, 9:31:00 PM,C,18
6/28/18, 9:41:00 PM,C,18
6/28/18, 9:51:00 PM,C,18
6/28/18, 10:01:00 PM,C,18
6/28/18, 10:11:00 PM,C,18
6/28/18, 10:21:00 PM,C,18
6/28/18, 10:31:00 PM,C,18
6/28/18, 10:41:00 PM,C,18
6/28/18, 10:51:00 PM,C,18
6/28/18, 11:01:00 PM,C,18
6/28/18, 11:11:00 PM,C,18
6/28/18, 11:21:00 PM,C,18
6/28/18, 11:31:00 PM,C,18
6/28/18, 11:41:00 PM,C,18
6/28/18, 11:51:00 PM,C,18
6/29/18, 12:01:00 AM,C,18
6/29/18, 12:11:00 AM,C,18
6/29/18, 12:21:00 AM,C,18
6/29/18, 12:31:00 AM,C,18
6/29/18, 12:41:00 AM,C,18
6/29/18, 12:51:00 AM,C,18
6/29/18, 1:01:00 AM,C,18
6/29/18, 1:11:00 AM,C,18
6/29/18, 1:21:00 AM,C,18
6/29/18, 1:31:00 AM,C,18
6/29/18, 1:41:00 AM,C,18
6/29/18, 1:51:00 AM,C,18
6/29/18, 2:01:00 AM,C,18
6/29/18, 2:11:00 AM,C,18
6/29/18, 2:21:00 AM,C,18
6/29/18, 2:31:00 AM,C,18
6/29/18, 2:41:00 AM,C,18
6/29/18, 2:51:00 AM,C,18
6/29/18, 3:01:00 AM,C,18
6/29/18, 3:11:00 AM,C,18
6/29/18, 3:21:00 AM,C,18
6/29/18, 3:31:00 AM,C,18
6/29/18, 3:41:00 AM,C,18
6/29/18, 3:51:00 AM,C,18
6/29/18, 4:01:00 AM,C,18
6/29/18, 4:11:00 AM,C,18
6/29/18, 4:21:00 AM,C,18
6/29/18, 4:31:00 AM,C,18
6/29/18, 4:41:00 AM,C,18
6/29/18, 4:51:00 AM,C,18
6/29/18, 5:01:00 AM,C,18
6/29/18, 5:11:00 AM,C,18
6/29/18, 5:21:00 AM,C,18
6/29/18, 5:31:00 AM,C,18
6/29/18, 5:41:00 AM,C,18
6/29/18, 5:51:00 AM,C,18
6/29/18, 6:01:00 AM,C,18
6/29/18, 6:11:00 AM,C,18
6/29/18, 6:21:00 AM,C,18
6/29/18, 6:31:00 AM,C,18
6/29/18, 6:41:00 AM,C,18
6/29/18, 6:51:00 AM,C,18
6/29/18, 7:01:00 AM,C,18
6/29/18, 7:11:00 AM,C,18
6/29/18, 7:21:00 AM,C,18
6/29/18, 7:31:00 AM,C,18
6/29/18, 7:41:00 AM,C,18
6/29/18, 7:51:00 AM,C,18
6/29/18, 8:01:00 AM,C,18
6/29/18, 8:11:00 AM,C,18
6/29/18, 8:21:00 AM,C,18
6/29/18, 8:31:00 AM,C,18
6/29/18, 8:41:00 AM,C,18
6/29/18, 8:51:00 AM,C,18
6/29/18, 9:01:00 AM,C,18
6/29/18, 9:11:00 AM,C,18
6/29/18, 9:21:00 AM,C,18
6/29/18, 9:31:00 AM,C,18
6/29/18, 9:41:00 AM,C,18
6/29/18, 9:51:00 AM,C,18
6/29/18, 10:01:00 AM,C,18
